(A) + (B);Produção da Equipe;[(A) + (B)] / (D);(E) + (F) + (G) + (H);BDI:23,01%;Preço Unitário Total
25,96;0,00;1,0000;0,00;28,60;6,58;
35,18;0,00;1,0000;0,00;43,83;10,08;
53,91;0,00;1,0000;0,00;69,15;15,91;
85,06;0,00;1,0000;0,00;97,61;22,46;
120,07;0,00;1,0000;0,00;124,28;28,59;
152,87;0,00;1,0000;0,00;247,27;56,89;
304,16;0,00;1,0000;0,00;25,37;5,83;
31,20;0,00;1,0000;0,00;35,88;8,25;
44,13;0,00;1,0000;0,00;42,64;9,81;
52,45;0,00;1,0000;0,00;53,27;12,25;
65,52;0,00;1,0000;0,00;80,79;18,58;
99,37;0,00;1,0000;0,00;127,88;29,42;
157,30;0,00;1,0000;0,00;173,93;40,02;
213,95;0,00;1,0000;0,00;269,05;61,90;
330,95;0,00;1,0000;0,00;29,34;6,75;
36,09;0,00;1,0000;0,00;36,15;8,31;
44,46;0,00;1,0000;0,00;62,35;14,34;
76,69;0,00;1,0000;0,00;92,52;21,28;
113,80;0,00;1,0000;0,00;119,25;27,43;
146,68;0,00;1,0000;0,00;168,58;38,79;
207,37;0,00;1,0000;0,00;203,80;46,89;
250,69;0,00;1,0000;0,00;16,21;3,72;
19,93;0,00;1,0000;0,00;20,69;4,76;
25,45;0,00;1,0000;0,00;16,53;3,80;
20,33;0,00;1,0000;0,00;22,89;5,26;
28,15;0,00;1,0000;0,00;16,69;3,84;
20,53;0,00;1,0000;0,00;12,06;2,77;
14,83;0,00;1,0000;0,00;44,63;10,26;
54,89;0,00;1,0000;0,00;89,85;20,67;
110,52;0,00;1,0000;0,00;136,66;31,44;
168,10;0,00;1,0000;0,00;229,90;52,89;
282,79;0,00;1,0000;0,00;357,60;82,28;
439,88;0,00;1,0000;0,00;457,84;105,34;
563,18;0,00;1,0000;0,00;582,88;134,12;
717,00;0,00;1,0000;0,00;19,79;4,55;
24,34;0,00;1,0000;0,00;41,18;9,47;
50,65;0,00;1,0000;0,00;68,92;15,85;
84,77;0,00;1,0000;0,00;111,75;25,71;
137,46;0,00;1,0000;0,00;27,90;6,41;
34,31;0,00;1,0000;0,00;35,33;8,12;
43,45;0,00;1,0000;0,00;20,48;4,71;
25,19;0,00;1,0000;0,00;25,61;5,89;
31,50;0,00;1,0000;0,00;42,17;9,70;
51,87;0,00;1,0000;0,00;71,30;16,40;
87,70;0,00;1,0000;0,00;115,99;26,68;
142,67;0,00;1,0000;0,00;28,54;6,56;
35,10;0,00;1,0000;0,00;36,19;8,32;
44,51;0,00;1,0000;0,00;65,22;15,00;
80,22;0,00;1,0000;0,00;102,31;23,54;
125,85;0,00;1,0000;0,00;30,95;7,12;
38,07;0,00;1,0000;0,00;48,03;11,05;
59,08;0,00;1,0000;0,00;27,16;6,24;
33,40;0,00;1,0000;0,00;36,44;8,38;
44,82;0,00;1,0000;0,00;31,69;7,29;
38,98;0,00;1,0000;0,00;18,45;4,24;
22,69;0,00;1,0000;0,00;42,98;9,88;
52,86;0,00;1,0000;0,00;62,19;14,30;
76,49;0,00;1,0000;0,00;74,86;17,22;
92,08;0,00;1,0000;0,00;21,81;5,01;
26,82;0,00;1,0000;0,00;91,37;21,02;
112,39;0,00;1,0000;0,00;110,80;25,49;
136,29;0,00;1,0000;0,00;17,55;4,03;
21,58;0,00;1,0000;0,00;19,91;4,58;
24,49;0,00;1,0000;0,00;27,23;6,26;
33,49;0,00;1,0000;0,00;34,88;8,02;
42,90;0,00;1,0000;0,00;35,87;8,25;
44,12;0,00;1,0000;0,00;42,88;9,86;
52,74;0,00;1,0000;0,00;58,92;13,55;
72,47;0,00;1,0000;0,00;70,27;16,16;
86,43;0,00;1,0000;0,00;33,87;7,79;
41,66;0,00;1,0000;0,00;23,99;5,52;
29,51;0,00;1,0000;0,00;31,07;7,14;
38,21;0,00;1,0000;0,00;187,50;43,14;
230,64;0,00;1,0000;0,00;1.121,47;258,05;
1.379,52;0,00;1,0000;0,00;2.741,47;630,81;
3.372,28;0,00;1,0000;0,00;1.649,47;379,54;
2.029,01;0,00;1,0000;0,00;2.252,82;518,37;
2.771,19;0,00;1,0000;0,00;674,07;155,10;
829,17;0,00;1,0000;0,00;816,50;187,87;
1.004,37;0,00;1,0000;0,00;1.041,41;239,62;
1.281,03;0,00;1,0000;0,00;1.575,73;362,57;
1.938,30;0,00;1,0000;0,00;299,51;68,91;
368,42;0,00;1,0000;0,00;184,48;42,44;
226,92;0,00;1,0000;0,00;1.034,55;238,04;
1.272,59;0,00;1,0000;0,00;989,22;227,61;
1.216,83;0,00;1,0000;0,00;118,05;27,16;
145,21;0,00;1,0000;0,00;120,63;27,75;
148,38;0,00;1,0000;0,00;75,93;17,47;
93,40;0,00;1,0000;0,00;36,72;8,44;
45,16;0,00;1,0000;0,00;43,81;10,08;
53,89;0,00;1,0000;0,00;33,18;7,63;
40,81;0,00;1,0000;0,00;54,39;12,51;
66,90;0,00;1,0000;0,00;70,23;16,15;
86,38;0,00;1,0000;0,00;41,00;9,43;
50,43;0,00;1,0000;0,00;41,00;9,43;
50,43;0,00;1,0000;0,00;1.198,38;275,74;
1.474,12;0,00;1,0000;0,00;1.723,76;396,63;
2.120,39;0,00;1,0000;0,00;1.967,46;452,71;
2.420,17;0,00;1,0000;0,00;2.230,15;513,15;
2.743,30;0,00;1,0000;0,00;12.589,52;2.896,84;
15.486,36;0,00;1,0000;0,00;15.469,24;3.559,47;
19.028,71;0,00;1,0000;0,00;16.995,33;3.910,62;
20.905,95;0,00;1,0000;0,00;18.575,55;4.274,23;
22.849,78;0,00;1,0000;0,00;19.958,64;4.592,48;
24.551,12;0,00;1,0000;0,00;18,53;4,26;
22,79;0,00;1,0000;0,00;94,68;21,78;
116,46;0,00;1,0000;0,00;4,47;1,02;
5,49;0,00;1,0000;0,00;19,23;4,42;
23,65;0,00;1,0000;0,00;369,14;84,93;
454,07;0,00;1,0000;0,00;7,73;1,77;
9,50;17,84;1,0000;17,84;21,94;5,04;
26,98;0,00;1,0000;0,00;1.309,55;301,32;
1.610,87;0,00;1,0000;0,00;1.490,18;342,89;
1.833,07;0,00;1,0000;0,00;948,29;218,20;
1.166,49;0,00;1,0000;0,00;1.490,18;342,89;
1.833,07;0,00;1,0000;0,00;541,88;124,68;
666,56;0,00;1,0000;0,00;722,51;166,24;
888,75;0,00;1,0000;0,00;345,31;79,45;
424,76;0,00;1,0000;0,00;1.670,81;384,45;
2.055,26;0,00;1,0000;0,00;361,25;83,12;
444,37;0,00;1,0000;0,00;755,45;173,82;
929,27;0,00;1,0000;0,00;803,74;184,94;
988,68;18,25;1,0000;18,25;22,40;5,15;
27,55;0,00;1,0000;0,00;83,59;19,23;
102,82;0,00;1,0000;0,00;485,42;111,69;
597,11;0,00;1,0000;0,00;35,65;8,20;
43,85;0,00;1,0000;0,00;40,07;9,22;
49,29;0,00;1,0000;0,00;35,16;8,09;
43,25;0,00;1,0000;0,00;52,14;11,99;
64,13;0,00;1,0000;0,00;33,13;7,62;
40,75;0,00;1,0000;0,00;64,93;14,94;
79,87;0,00;1,0000;0,00;26,08;6,00;
32,08;0,00;1,0000;0,00;35,27;8,11;
43,38;0,00;1,0000;0,00;414,58;95,39;
509,97;0,00;1,0000;0,00;658,48;151,51;
809,99;0,00;1,0000;0,00;307,80;70,82;
378,62;0,00;1,0000;0,00;517,80;119,14;
636,94;0,00;1,0000;0,00;432,80;99,58;
532,38;0,00;1,0000;0,00;427,80;98,43;
526,23;0,00;1,0000;0,00;727,80;167,46;
895,26;0,00;1,0000;0,00;607,80;139,85;
747,65;0,00;1,0000;0,00;356,25;81,97;
438,22;0,00;1,0000;0,00;29,97;6,89;
36,86;0,00;1,0000;0,00;87,94;20,23;
108,17;0,00;1,0000;0,00;44,47;10,23;
54,70;0,00;1,0000;0,00;55,97;12,87;
68,84;0,00;1,0000;0,00;76,21;17,53;
93,74;0,00;1,0000;0,00;160,93;37,02;
197,95;0,00;1,0000;0,00;76,76;17,66;
94,42;0,00;1,0000;0,00;148,59;34,19;
182,78;0,00;1,0000;0,00;638,83;146,99;
785,82;0,00;1,0000;0,00;34,20;7,86;
42,06;0,00;1,0000;0,00;57,86;13,31;
71,17;0,00;1,0000;0,00;57,86;13,31;
71,17;0,00;1,0000;0,00;11,16;2,56;
13,72;0,00;1,0000;0,00;21,04;4,84;
25,88;17,84;1,0000;17,84;22,06;5,07;
27,13;0,00;1,0000;0,00;110,92;25,52;
136,44;0,00;1,0000;0,00;137,08;31,54;
168,62;0,00;1,0000;0,00;60,26;13,86;
74,12;0,00;1,0000;0,00;82,63;19,01;
101,64;0,00;1,0000;0,00;31,83;7,32;
39,15;0,00;1,0000;0,00;38,08;8,76;
46,84;0,00;1,0000;0,00;22,46;5,16;
27,62;0,00;1,0000;0,00;48,19;11,08;
59,27;0,00;1,0000;0,00;32,56;7,49;
40,05;0,00;1,0000;0,00;39,64;9,12;
48,76;0,00;1,0000;0,00;29,67;6,82;
36,49;0,00;1,0000;0,00;42,90;9,87;
52,77;0,00;1,0000;0,00;26,98;6,20;
33,18;0,00;1,0000;0,00;33,34;7,67;
41,01;0,00;1,0000;0,00;15,05;3,46;
18,51;0,00;1,0000;0,00;14,20;3,26;
17,46;0,00;1,0000;0,00;10,52;2,42;
12,94;0,00;1,0000;0,00;9,22;2,12;
11,34;0,00;1,0000;0,00;22,60;5,20;
27,80;0,00;1,0000;0,00;495,22;113,95;
609,17;0,00;1,0000;0,00;400,38;92,12;
492,50;0,00;1,0000;0,00;560,22;128,90;
689,12;0,00;1,0000;0,00;375,22;86,33;
461,55;0,00;1,0000;0,00;335,22;77,13;
412,35;0,00;1,0000;0,00;345,22;79,43;
424,65;0,00;1,0000;0,00;345,22;79,43;
424,65;0,00;1,0000;0,00;131,56;30,27;
161,83;0,00;1,0000;0,00;263,13;60,54;
323,67;0,00;1,0000;0,00;501,79;115,46;
617,25;0,00;1,0000;0,00;501,79;115,46;
617,25;17,29;1,0000;17,29;21,31;4,90;
26,21;0,00;1,0000;0,00;482,59;111,04;
593,63;0,00;1,0000;0,00;489,69;112,67;
602,36;0,00;1,0000;0,00;723,89;166,56;
890,45;0,00;1,0000;0,00;734,53;169,01;
903,54;0,00;1,0000;0,00;965,19;222,09;
1.187,28;0,00;1,0000;0,00;979,38;225,35;
1.204,73;0,00;1,0000;0,00;479,04;110,22;
589,26;0,00;1,0000;0,00;244,84;56,33;
301,17;0,00;1,0000;0,00;276,78;63,68;
340,46;0,00;1,0000;0,00;312,26;71,85;
384,11;0,00;1,0000;0,00;116,74;26,86;
143,60;0,00;1,0000;0,00;230,65;53,07;
283,72;0,00;1,0000;0,00;234,20;53,88;
288,08;0,00;1,0000;0,00;184,52;42,45;
226,97;0,00;1,0000;0,00;191,61;44,08;
235,69;0,00;1,0000;0,00;1.749,41;402,53;
2.151,94;0,00;1,0000;0,00;1.775,13;408,45;
2.183,58;0,00;1,0000;0,00;1.990,70;458,06;
2.448,76;0,00;1,0000;0,00;2.019,98;464,79;
2.484,77;0,00;1,0000;0,00;278,22;64,01;
342,23;0,00;1,0000;0,00;296,77;68,28;
365,05;0,00;1,0000;0,00;7,17;1,64;
8,81;0,00;1,0000;0,00;520,63;119,79;
640,42;0,00;1,0000;0,00;711,99;163,82;
875,81;0,00;1,0000;0,00;300,67;69,18;
369,85;0,00;1,0000;0,00;335,75;77,25;
413,00;0,00;1,0000;0,00;246,38;56,69;
303,07;0,00;1,0000;0,00;284,53;65,47;
350,00;20,01;1,0000;20,01;24,18;5,56;
29,74;0,00;1,0000;0,00;99,63;22,92;
122,55;0,00;1,0000;0,00;110,37;25,39;
135,76;0,00;1,0000;0,00;113,67;26,15;
139,82;0,00;1,0000;0,00;118,69;27,31;
146,00;0,00;1,0000;0,00;120,75;27,78;
148,53;0,00;1,0000;0,00;40,96;9,42;
50,38;0,00;1,0000;0,00;45,50;10,46;
55,96;0,00;1,0000;0,00;98,61;22,69;
121,30;0,00;1,0000;0,00;99,98;23,00;
122,98;0,00;1,0000;0,00;100,22;23,06;
123,28;0,00;1,0000;0,00;57,73;13,28;
71,01;0,00;1,0000;0,00;103,62;23,84;
127,46;0,00;1,0000;0,00;225,86;51,97;
277,83;0,00;1,0000;0,00;83,06;19,11;
102,17;0,00;1,0000;0,00;100,37;23,09;
123,46;0,00;1,0000;0,00;102,85;23,66;
126,51;0,00;1,0000;0,00;89,83;20,66;
110,49;0,00;1,0000;0,00;101,36;23,32;
124,68;0,00;1,0000;0,00;105,32;24,23;
129,55;0,00;1,0000;0,00;101,21;23,28;
124,49;0,00;1,0000;0,00;84,19;19,37;
103,56;0,00;1,0000;0,00;97,85;22,51;
120,36;0,00;1,0000;0,00;103,52;23,81;
127,33;0,00;1,0000;0,00;96,48;22,20;
118,68;0,00;1,0000;0,00;82,85;19,06;
101,91;0,00;1,0000;0,00;96,25;22,14;
118,39;0,00;1,0000;0,00;104,25;23,98;
128,23;0,00;1,0000;0,00;86,00;19,78;
105,78;0,00;1,0000;0,00;97,95;22,53;
120,48;0,00;1,0000;0,00;105,30;24,22;
129,52;0,00;1,0000;0,00;89,36;20,56;
109,92;0,00;1,0000;0,00;101,73;23,40;
125,13;0,00;1,0000;0,00;109,81;25,26;
135,07;0,00;1,0000;0,00;156,67;36,04;
192,71;0,00;1,0000;0,00;42,45;9,76;
52,21;0,00;1,0000;0,00;193,34;44,48;
237,82;0,00;1,0000;0,00;166,10;38,21;
204,31;0,00;1,0000;0,00;10,86;2,49;
13,35;0,00;1,0000;0,00;11,23;2,58;
13,81;0,00;1,0000;0,00;12,88;2,96;
15,84;0,00;1,0000;0,00;13,16;3,02;
16,18;0,00;1,0000;0,00;10,94;2,51;
13,45;0,00;1,0000;0,00;16,92;3,89;
20,81;0,00;1,0000;0,00;30,24;6,95;
37,19;0,00;1,0000;0,00;12,14;2,79;
14,93;0,00;1,0000;0,00;22,69;5,22;
27,91;0,00;1,0000;0,00;10,77;2,47;
13,24;0,00;1,0000;0,00;10,90;2,50;
13,40;0,00;1,0000;0,00;11,10;2,55;
13,65;0,00;1,0000;0,00;10,90;2,50;
13,40;0,00;1,0000;0,00;39,11;8,99;
48,10;0,00;1,0000;0,00;65,10;14,97;
80,07;0,00;1,0000;0,00;26,71;6,14;
32,85;0,00;1,0000;0,00;71,34;16,41;
87,75;0,00;1,0000;0,00;56,05;12,89;
68,94;0,00;1,0000;0,00;1,01;0,23;
1,24;0,00;1,0000;0,00;18,06;4,15;
22,21;0,00;1,0000;0,00;114,83;26,42;
141,25;0,00;1,0000;0,00;121,59;27,97;
149,56;0,00;1,0000;0,00;395,10;90,91;
486,01;0,00;1,0000;0,00;120,68;27,76;
148,44;0,00;1,0000;0,00;3,84;0,88;
4,72;0,00;1,0000;0,00;373,86;86,02;
459,88;0,00;1,0000;0,00;319,10;73,42;
392,52;0,00;1,0000;0,00;355,02;81,69;
436,71;0,00;1,0000;0,00;270,48;62,23;
332,71;0,00;1,0000;0,00;270,07;62,14;
332,21;0,18;1,0000;0,18;0,18;0,04;
0,22;838,03;1,0000;838,03;992,16;228,29;
1.220,45;0,26;1,0000;0,26;0,27;0,06;
0,33;2.078,27;1,0000;2.078,27;2.429,71;559,07;
2.988,78;0,00;1,0000;0,00;335,02;77,08;
412,10;0,00;1,0000;0,00;35,65;8,20;
43,85;0,00;1,0000;0,00;59,88;13,77;
73,65;0,00;1,0000;0,00;245,35;56,45;
301,80;0,00;1,0000;0,00;287,41;66,13;
353,54;0,00;1,0000;0,00;296,01;68,11;
364,12;0,00;1,0000;0,00;539,26;124,08;
663,34;0,00;1,0000;0,00;296,01;68,11;
364,12;0,00;1,0000;0,00;541,36;124,56;
665,92;0,00;1,0000;0,00;296,01;68,11;
364,12;0,00;1,0000;0,00;296,01;68,11;
364,12;0,00;1,0000;0,00;1.161,83;267,33;
1.429,16;0,00;1,0000;0,00;583,42;134,24;
717,66;0,00;1,0000;0,00;913,94;210,29;
1.124,23;0,00;1,0000;0,00;296,01;68,11;
364,12;0,00;1,0000;0,00;7,14;1,64;
8,78;0,00;1,0000;0,00;1,57;0,36;
1,93;0,00;1,0000;0,00;5,49;1,26;
6,75;0,00;1,0000;0,00;6,28;1,44;
7,72;0,00;1,0000;0,00;2,40;0,55;
2,95;0,00;1,0000;0,00;23,00;5,29;
28,29;0,00;1,0000;0,00;5,32;1,22;
6,54;0,00;1,0000;0,00;1.728,10;397,63;
2.125,73;0,00;1,0000;0,00;3.456,20;795,27;
4.251,47;0,00;1,0000;0,00;77,48;17,82;
95,30;0,00;1,0000;0,00;9,34;2,14;
11,48;0,00;1,0000;0,00;2,41;0,55;
2,96;0,00;1,0000;0,00;3,68;0,84;
4,52;0,00;1,0000;0,00;4,20;0,96;
5,16;0,00;1,0000;0,00;2,73;0,62;
3,35;0,00;1,0000;0,00;6,91;1,58;
8,49;0,00;1,0000;0,00;7,61;1,75;
9,36;0,00;1,0000;0,00;622,57;143,25;
765,82;0,00;1,0000;0,00;758,21;174,46;
932,67;0,00;1,0000;0,00;617,58;142,10;
759,68;0,00;1,0000;0,00;556,53;128,05;
684,58;0,00;1,0000;0,00;725,39;166,91;
892,30;0,00;1,0000;0,00;725,39;166,91;
892,30;0,00;1,0000;0,00;725,39;166,91;
892,30;0,00;1,0000;0,00;553,77;127,42;
681,19;0,00;1,0000;0,00;74,00;17,02;
91,02;0,00;1,0000;0,00;82,00;18,86;
100,86;0,00;1,0000;0,00;75,00;17,25;
92,25;0,00;1,0000;0,00;58,89;13,55;
72,44;0,00;1,0000;0,00;72,21;16,61;
88,82;0,00;1,0000;0,00;54,11;12,45;
66,56;0,00;1,0000;0,00;41,97;9,65;
51,62;0,00;1,0000;0,00;79,52;18,29;
97,81;0,00;1,0000;0,00;58,60;13,48;
72,08;0,00;1,0000;0,00;55,66;12,80;
68,46;0,00;1,0000;0,00;34,74;7,99;
42,73;0,00;1,0000;0,00;137,23;31,57;
168,80;0,00;1,0000;0,00;152,70;35,13;
187,83;0,00;1,0000;0,00;171,91;39,55;
211,46;0,00;1,0000;0,00;139,03;31,99;
171,02;0,00;1,0000;0,00;237,74;54,70;
292,44;0,00;1,0000;0,00;266,00;61,20;
327,20;0,00;1,0000;0,00;304,42;70,04;
374,46;0,00;1,0000;0,00;241,34;55,53;
296,87;0,00;1,0000;0,00;105,83;24,35;
130,18;0,00;1,0000;0,00;122,67;28,22;
150,89;0,00;1,0000;0,00;109,61;25,22;
134,83;0,00;1,0000;0,00;93,30;21,46;
114,76;0,00;1,0000;0,00;52,71;12,12;
64,83;0,00;1,0000;0,00;60,79;13,98;
74,77;0,00;1,0000;0,00;68,70;15,80;
84,50;0,00;1,0000;0,00;82,18;18,90;
101,08;0,00;1,0000;0,00;50,14;11,53;
61,67;0,00;1,0000;0,00;54,05;12,43;
66,48;0,00;1,0000;0,00;75,00;17,25;
92,25;0,00;1,0000;0,00;52,79;12,14;
64,93;0,00;1,0000;0,00;48,01;11,04;
59,05;0,00;1,0000;0,00;35,87;8,25;
44,12;0,00;1,0000;0,00;1.700,02;391,17;
2.091,19;0,00;1,0000;0,00;2.550,18;586,79;
3.136,97;0,00;1,0000;0,00;1.726,64;397,29;
2.123,93;0,00;1,0000;0,00;3.982,06;916,27;
4.898,33;0,00;1,0000;0,00;4.426,31;1.018,49;
5.444,80;0,00;1,0000;0,00;69,84;16,07;
85,91;0,00;1,0000;0,00;73,88;16,99;
90,87;0,00;1,0000;0,00;69,10;15,89;
84,99;0,00;1,0000;0,00;48,92;11,25;
60,17;0,00;1,0000;0,00;18,48;4,25;
22,73;0,00;1,0000;0,00;449,92;103,52;
553,44;0,00;1,0000;0,00;356,92;82,12;
439,04;0,00;1,0000;0,00;62,57;14,39;
76,96;0,00;1,0000;0,00;19,23;4,42;
23,65;0,00;1,0000;0,00;12,60;2,89;
15,49;0,12;1,0000;0,12;0,12;0,02;
0,14;0,48;1,0000;0,48;0,48;0,11;
0,59;0,43;1,0000;0,43;0,43;0,09;
0,52;0,38;1,0000;0,38;0,38;0,08;
0,46;0,29;1,0000;0,29;0,29;0,06;
0,35;0,24;1,0000;0,24;0,24;0,05;
0,29;0,19;1,0000;0,19;0,19;0,04;
0,23;0,10;1,0000;0,10;0,10;0,02;
0,12;0,35;1,0000;0,35;0,35;0,08;
0,43;0,31;1,0000;0,31;0,31;0,07;
0,38;0,24;1,0000;0,24;0,24;0,05;
0,29;0,19;1,0000;0,19;0,19;0,04;
0,23;0,16;1,0000;0,16;0,16;0,03;
0,19;0,41;1,0000;0,41;0,41;0,09;
0,50;0,15;1,0000;0,15;0,15;0,03;
0,18;0,53;1,0000;0,53;0,53;0,12;
0,65;0,45;1,0000;0,45;0,45;0,10;
0,55;0,38;1,0000;0,38;0,38;0,08;
0,46;0,32;1,0000;0,32;0,32;0,07;
0,39;0,23;1,0000;0,23;0,23;0,05;
0,28;0,63;1,0000;0,63;0,63;0,14;
0,77;18,25;1,0000;18,25;22,30;5,13;
27,43;0,00;1,0000;0,00;1.954,38;449,70;
2.404,08;0,00;1,0000;0,00;176,29;40,56;
216,85;0,00;1,0000;0,00;176,29;40,56;
216,85;0,00;1,0000;0,00;176,29;40,56;
216,85;0,00;1,0000;0,00;176,29;40,56;
216,85;0,00;1,0000;0,00;624,14;143,61;
767,75;0,00;1,0000;0,00;410,14;94,37;
504,51;0,00;1,0000;0,00;792,89;182,44;
975,33;0,00;1,0000;0,00;2.996,45;689,48;
3.685,93;0,00;1,0000;0,00;37,44;8,61;
46,05;0,00;1,0000;0,00;34,32;7,89;
42,21;0,00;1,0000;0,00;114,20;26,27;
140,47;0,00;1,0000;0,00;301,34;69,33;
370,67;10.796,18;1,0000;10.796,18;11.228,45;2.583,66;
13.812,11;0,00;1,0000;0,00;922,44;212,25;
1.134,69;0,00;1,0000;0,00;1.197,55;275,55;
1.473,10;0,00;1,0000;0,00;385,71;88,75;
474,46;0,00;1,0000;0,00;6,92;1,59;
8,51;0,00;1,0000;0,00;680,00;156,46;
836,46;0,00;1,0000;0,00;1.000,00;230,10;
1.230,10;0,00;1,0000;0,00;1.500,00;345,15;
1.845,15;0,00;1,0000;0,00;6.500,00;1.495,65;
7.995,65;0,00;1,0000;0,00;9.000,00;2.070,90;
11.070,90;0,00;1,0000;0,00;5.000,00;1.150,50;
6.150,50;0,00;1,0000;0,00;6.500,00;1.495,65;
7.995,65;0,00;1,0000;0,00;10.000,00;2.301,00;
12.301,00;0,00;1,0000;0,00;13.500,00;3.106,35;
16.606,35;0,00;1,0000;0,00;9.000,00;2.070,90;
11.070,90;0,00;1,0000;0,00;12.000,00;2.761,20;
14.761,20;0,00;1,0000;0,00;6.500,00;1.495,65;
7.995,65;0,00;1,0000;0,00;9.000,00;2.070,90;
11.070,90;0,00;1,0000;0,00;700,00;161,07;
861,07;0,00;1,0000;0,00;1.050,00;241,60;
1.291,60;0,00;1,0000;0,00;809,00;186,15;
995,15;0,00;1,0000;0,00;1,27;0,29;
1,56;0,00;1,0000;0,00;1,46;0,33;
1,79;0,00;1,0000;0,00;22,26;5,12;
27,38;0,00;1,0000;0,00;25,53;5,87;
31,40;0,00;1,0000;0,00;12,07;2,77;
14,84;0,00;1,0000;0,00;10,83;2,49;
13,32;0,00;1,0000;0,00;14,84;3,41;
18,25;0,00;1,0000;0,00;24,37;5,60;
29,97;0,00;1,0000;0,00;24,66;5,67;
30,33;0,00;1,0000;0,00;14,90;3,42;
18,32;0,00;1,0000;0,00;11,59;2,66;
14,25;0,00;1,0000;0,00;12,12;2,78;
14,90;0,00;1,0000;0,00;12,93;2,97;
15,90;0,00;1,0000;0,00;13,31;3,06;
16,37;0,00;1,0000;0,00;42,86;9,86;
52,72;0,00;1,0000;0,00;136,66;31,44;
168,10;16,21;1,0000;16,21;19,41;4,46;
23,87;0,00;1,0000;0,00;6,77;1,55;
8,32;0,00;1,0000;0,00;11,61;2,67;
14,28;0,00;1,0000;0,00;7,76;1,78;
9,54;0,00;1,0000;0,00;1.294,03;297,75;
1.591,78;0,00;1,0000;0,00;1.401,94;322,58;
1.724,52;0,00;1,0000;0,00;277,70;63,89;
341,59;0,00;1,0000;0,00;311,74;71,73;
383,47;0,00;1,0000;0,00;1.643,50;378,16;
2.021,66;0,00;1,0000;0,00;320,94;73,84;
394,78;0,00;1,0000;0,00;350,05;80,54;
430,59;0,00;1,0000;0,00;377,27;86,80;
464,07;0,00;1,0000;0,00;582,07;133,93;
716,00;0,00;1,0000;0,00;575,88;132,50;
708,38;0,00;1,0000;0,00;792,49;182,35;
974,84;0,00;1,0000;0,00;618,65;142,35;
761,00;0,00;1,0000;0,00;11,57;2,66;
14,23;0,00;1,0000;0,00;11,57;2,66;
14,23;0,00;1,0000;0,00;11,57;2,66;
14,23;0,00;1,0000;0,00;BDI:23,01%;0,00;
0,00;0,00;1,0000;0,00;BDI:23,01%;0,00;
0,00;0,00;1,0000;0,00;BDI:23,01%;0,00;
0,00;0,00;1,0000;0,00;BDI:23,01%;0,00;
0,00;0,00;1,0000;0,00;BDI:23,01%;0,00;
0,00;0,00;1,0000;0,00;BDI:23,01%;0,00;
0,00;14,37;1,0000;14,37;17,52;4,03;
21,55;0,00;1,0000;0,00;124,43;28,63;
153,06;0,00;1,0000;0,00;53,87;12,39;
66,26;0,00;1,0000;0,00;49,86;11,47;
61,33;0,00;1,0000;0,00;39,68;9,13;
48,81;0,00;1,0000;0,00;3,71;0,85;
4,56;0,00;1,0000;0,00;30,38;6,99;
37,37;0,00;1,0000;0,00;94,74;21,79;
116,53;0,00;1,0000;0,00;89,47;20,58;
110,05;0,00;1,0000;0,00;79,82;18,36;
98,18;0,00;1,0000;0,00;99,14;22,81;
121,95;0,00;1,0000;0,00;295,39;67,96;
363,35;0,00;1,0000;0,00;60,55;13,93;
74,48;0,00;1,0000;0,00;48,02;11,04;
59,06;0,00;1,0000;0,00;55,82;12,84;
68,66;0,00;1,0000;0,00;26,67;6,13;
32,80;0,00;1,0000;0,00;1.252,91;288,29;
1.541,20;0,00;1,0000;0,00;1.643,30;378,12;
2.021,42;0,00;1,0000;0,00;34,30;7,89;
42,19;0,00;1,0000;0,00;41,08;9,45;
50,53;0,00;1,0000;0,00;23,72;5,45;
29,17;17,87;1,0000;17,87;22,09;5,08;
27,17;0,00;1,0000;0,00;143,95;33,12;
177,07;0,00;1,0000;0,00;33,21;7,64;
40,85;0,00;1,0000;0,00;48,18;11,08;
59,26;0,00;1,0000;0,00;208,64;48,00;
256,64;0,00;1,0000;0,00;247,49;56,94;
304,43;0,00;1,0000;0,00;276,58;63,64;
340,22;0,00;1,0000;0,00;292,75;67,36;
360,11;0,00;1,0000;0,00;45,74;10,52;
56,26;0,00;1,0000;0,00;41,34;9,51;
50,85;0,00;1,0000;0,00;51,81;11,92;
63,73;0,00;1,0000;0,00;62,69;14,42;
77,11;0,00;1,0000;0,00;51,36;11,81;
63,17;0,00;1,0000;0,00;62,24;14,32;
76,56;0,00;1,0000;0,00;18,06;4,15;
22,21;0,00;1,0000;0,00;23,56;5,42;
28,98;0,00;1,0000;0,00;31,42;7,22;
38,64;0,00;1,0000;0,00;47,13;10,84;
57,97;0,00;1,0000;0,00;20,00;4,60;
24,60;0,00;1,0000;0,00;27,50;6,32;
33,82;0,00;1,0000;0,00;31,50;7,24;
38,74;0,00;1,0000;0,00;37,50;8,62;
46,12;0,00;1,0000;0,00;40,00;9,20;
49,20;0,00;1,0000;0,00;47,50;10,92;
58,42;1.018,79;1,0000;1.018,79;1.050,62;241,74;
1.292,36;0,00;1,0000;0,00;174,79;40,21;
215,00;0,00;1,0000;0,00;2.738,34;630,09;
3.368,43;0,00;1,0000;0,00;2.671,53;614,71;
3.286,24;0,00;1,0000;0,00;15,59;3,58;
